user_id;signup_date;country;device;acquisition_channel;plan_id;activated_date;is_activated
U002792;17/2/2025;IT;Android;Organic;P01;26/2/2025;1
U002793;18/7/2025;IT;Android;Organic;P01;24/7/2025;1
U002794;17/12/2025;IT;Web;Organic;P02;1/1/2026;1
U002795;1/3/2025;ES;Android;Paid Social;P01;5/3/2025;1
U002796;29/5/2025;ES;iOS;Organic;P01;;0
U002797;6/11/2025;FR;Android;Partnership;P01;8/11/2025;1
U002798;24/3/2025;DE;iOS;Referral;P01;26/3/2025;1
U002799;31/5/2025;IT;Android;Paid Search;P03;12/6/2025;1
U002800;10/10/2025;FR;iOS;Referral;P01;11/10/2025;1
U002801;24/11/2025;ES;Android;Paid Social;P02;;0
U002802;1/4/2025;PT;Web;Paid Social;P02;22/4/2025;1
U002803;22/8/2025;ES;iOS;Organic;P01;28/8/2025;1
U002804;27/2/2025;PT;Android;Paid Social;P02;;0
U002805;21/4/2025;ES;Android;Organic;P03;26/4/2025;1
U002806;5/12/2025;FR;iOS;Paid Search;P03;14/12/2025;1
U002807;22/4/2025;FR;Web;Organic;P01;24/4/2025;1
U002808;9/6/2025;ES;Android;Paid Search;P01;11/6/2025;1
U002809;17/12/2025;ES;Android;Paid Social;P01;;0
U002810;16/6/2025;ES;Android;Organic;P01;;0
U002811;10/9/2025;FR;iOS;Organic;P01;22/9/2025;1
U002812;21/10/2025;ES;iOS;Referral;P01;23/10/2025;1
U002813;25/8/2025;PT;iOS;Organic;P01;4/9/2025;1
U002814;17/6/2025;ES;Android;Organic;P02;18/6/2025;1
U002815;23/8/2025;FR;iOS;Organic;P01;25/8/2025;1
U002816;23/10/2025;ES;iOS;Partnership;P03;28/10/2025;1
U002817;18/2/2025;BE;Android;Paid Social;P01;21/2/2025;1
U002818;17/2/2025;PT;iOS;Paid Social;P01;27/2/2025;1
U002819;17/12/2025;IE;Android;Referral;P02;31/12/2025;1
U002820;29/10/2025;BE;Android;Paid Social;P01;6/11/2025;1
U002821;21/12/2025;ES;iOS;Referral;P01;;0
U002822;19/9/2025;IT;iOS;Paid Social;P03;8/10/2025;1
U002823;17/2/2025;ES;iOS;Referral;P02;28/2/2025;1
U002824;19/11/2025;NL;Android;Paid Social;P02;20/11/2025;1
U002825;19/4/2025;FR;iOS;Organic;P01;;0
U002826;26/3/2025;FR;Android;Organic;P01;30/3/2025;1
U002827;27/2/2025;BE;Android;Organic;P01;1/3/2025;1
U002828;18/8/2025;NL;iOS;Paid Search;P01;19/8/2025;1
U002829;9/5/2025;IE;Android;Partnership;P03;12/5/2025;1
U002830;25/12/2025;ES;Web;Referral;P01;29/12/2025;1
U002831;15/1/2025;ES;iOS;Referral;P02;17/1/2025;1
U002832;13/12/2025;ES;Web;Paid Social;P01;27/12/2025;1
U002833;6/2/2025;FR;iOS;Partnership;P01;7/2/2025;1
U002834;16/9/2025;FR;Android;Referral;P01;18/9/2025;1
U002835;25/3/2025;ES;iOS;Organic;P01;29/3/2025;1
U002836;24/9/2025;PT;Android;Paid Search;P01;4/10/2025;1
U002837;24/4/2025;ES;Android;Paid Search;P02;2/5/2025;1
U002838;26/4/2025;IT;Web;Organic;P01;;0
U002839;12/3/2025;NL;Web;Organic;P01;;0
U002840;1/10/2025;DE;iOS;Organic;P01;1/10/2025;1
U002841;15/2/2025;FR;Android;Organic;P01;;0
U002842;20/8/2025;ES;iOS;Organic;P01;29/8/2025;1
U002843;15/1/2025;ES;iOS;Partnership;P01;15/1/2025;1
U002844;6/1/2025;IT;iOS;Organic;P01;12/1/2025;1
U002845;24/8/2025;FR;Web;Referral;P02;26/8/2025;1
U002846;15/12/2025;ES;Android;Organic;P03;;0
U002847;13/6/2025;IE;iOS;Partnership;P03;;0
U002848;9/12/2025;IT;Web;Referral;P01;;0
U002849;17/10/2025;NL;Android;Partnership;P01;17/10/2025;1
U002850;28/2/2025;FR;iOS;Paid Search;P01;6/3/2025;1
U002851;7/5/2025;IE;Android;Paid Social;P01;7/5/2025;1
U002852;26/2/2025;ES;Android;Paid Search;P01;6/3/2025;1
U002853;30/4/2025;ES;Android;Paid Search;P01;1/5/2025;1
U002854;15/11/2025;NL;Android;Referral;P01;18/11/2025;1
U002855;3/7/2025;NL;Android;Organic;P01;11/7/2025;1
U002856;24/10/2025;FR;iOS;Organic;P01;26/10/2025;1
U002857;17/9/2025;ES;Android;Referral;P03;25/9/2025;1
U002858;30/1/2025;ES;iOS;Organic;P01;;0
U002859;22/9/2025;IT;iOS;Paid Social;P01;;0
U002860;28/10/2025;NL;iOS;Organic;P01;;0
U002861;15/7/2025;FR;Android;Paid Search;P01;;0
U002862;5/3/2025;ES;Android;Organic;P01;6/3/2025;1
U002863;31/3/2025;DE;Android;Paid Search;P02;31/3/2025;1
U002864;8/4/2025;IT;iOS;Referral;P01;;0
U002865;26/12/2025;FR;Web;Referral;P01;2/1/2026;1
U002866;24/4/2025;DE;iOS;Organic;P02;28/4/2025;1
U002867;14/3/2025;IE;iOS;Organic;P01;18/3/2025;1
U002868;29/5/2025;ES;iOS;Referral;P01;31/5/2025;1
U002869;5/4/2025;DE;Android;Organic;P01;9/4/2025;1
U002870;18/7/2025;DE;Android;Organic;P01;21/7/2025;1
U002871;17/1/2025;DE;iOS;Paid Search;P01;17/1/2025;1
U002872;13/5/2025;NL;Android;Referral;P01;15/5/2025;1
U002873;27/3/2025;DE;Android;Organic;P01;2/4/2025;1
U002874;16/9/2025;DE;Android;Organic;P02;;0
U002875;24/5/2025;ES;Android;Partnership;P02;29/5/2025;1
U002876;1/7/2025;IT;Web;Partnership;P01;4/7/2025;1
U002877;21/4/2025;ES;Web;Paid Social;P02;21/4/2025;1
U002878;27/5/2025;ES;Android;Paid Social;P01;;0
U002879;21/9/2025;FR;Android;Partnership;P02;23/9/2025;1
U002880;28/6/2025;DE;Android;Paid Social;P01;30/6/2025;1
U002881;24/3/2025;IE;Web;Referral;P02;2/4/2025;1
U002882;27/7/2025;IT;iOS;Paid Search;P02;28/7/2025;1
U002883;14/5/2025;NL;Web;Organic;P01;21/5/2025;1
U002884;5/2/2025;FR;Android;Referral;P01;10/2/2025;1
U002885;2/6/2025;DE;Android;Paid Social;P01;11/6/2025;1
U002886;16/8/2025;IE;iOS;Organic;P01;22/8/2025;1
U002887;9/2/2025;FR;iOS;Paid Social;P01;;0
U002888;3/6/2025;PT;Android;Referral;P01;;0
U002889;21/3/2025;DE;Android;Organic;P01;;0
U002890;1/10/2025;ES;iOS;Referral;P01;2/10/2025;1
U002891;13/6/2025;DE;Android;Organic;P01;14/6/2025;1
U002892;12/6/2025;ES;iOS;Paid Social;P01;;0
U002893;17/12/2025;ES;Android;Partnership;P01;19/12/2025;1
U002894;19/12/2025;ES;Android;Referral;P03;19/12/2025;1
U002895;28/11/2025;ES;Android;Referral;P02;3/12/2025;1
U002896;24/10/2025;FR;iOS;Paid Social;P03;5/11/2025;1
U002897;21/2/2025;NL;iOS;Paid Search;P01;6/3/2025;1
U002898;11/5/2025;FR;iOS;Paid Social;P01;14/5/2025;1
U002899;1/3/2025;NL;Android;Organic;P01;;0
U002900;12/6/2025;DE;Web;Paid Social;P03;20/6/2025;1
U002901;30/4/2025;ES;Android;Paid Search;P02;1/5/2025;1
U002902;3/5/2025;ES;Android;Paid Search;P02;;0
U002903;26/10/2025;BE;iOS;Paid Search;P01;;0
U002904;6/7/2025;DE;iOS;Paid Search;P01;14/7/2025;1
U002905;10/9/2025;BE;Android;Organic;P01;14/9/2025;1
U002906;12/2/2025;ES;Android;Organic;P01;;0
U002907;20/4/2025;IT;iOS;Paid Search;P01;23/4/2025;1
U002908;30/11/2025;PT;Android;Organic;P01;4/12/2025;1
U002909;22/3/2025;IE;Android;Partnership;P02;;0
U002910;31/12/2025;ES;iOS;Organic;P01;;0
U002911;4/9/2025;IE;iOS;Referral;P02;11/9/2025;1
U002912;6/6/2025;FR;Android;Organic;P01;;0
U002913;3/8/2025;NL;iOS;Referral;P01;11/8/2025;1
U002914;24/3/2025;DE;Android;Paid Social;P01;28/3/2025;1
U002915;21/11/2025;DE;Android;Partnership;P01;27/11/2025;1
U002916;24/12/2025;FR;Web;Referral;P01;;0
U002917;8/3/2025;PT;iOS;Paid Social;P01;;0
U002918;25/10/2025;ES;iOS;Organic;P01;;0
U002919;5/1/2025;FR;Android;Paid Search;P01;8/1/2025;1
U002920;4/6/2025;DE;iOS;Organic;P01;10/6/2025;1
U002921;10/1/2025;IT;Android;Referral;P02;13/1/2025;1
U002922;23/9/2025;FR;Android;Referral;P01;26/9/2025;1
U002923;16/9/2025;IT;iOS;Organic;P01;25/9/2025;1
U002924;27/5/2025;FR;Android;Paid Social;P01;11/6/2025;1
U002925;17/3/2025;DE;iOS;Organic;P01;20/3/2025;1
U002926;3/9/2025;IT;Android;Paid Social;P01;13/9/2025;1
U002927;26/5/2025;IT;Web;Paid Social;P02;6/6/2025;1
U002928;11/3/2025;PT;iOS;Paid Search;P01;14/3/2025;1
U002929;13/8/2025;DE;iOS;Referral;P01;;0
U002930;23/7/2025;ES;Android;Organic;P01;26/7/2025;1
U002931;23/2/2025;IT;Android;Referral;P01;;0
U002932;8/8/2025;ES;iOS;Paid Social;P02;11/8/2025;1
U002933;18/4/2025;ES;iOS;Organic;P01;;0
U002934;28/11/2025;PT;iOS;Paid Search;P01;30/11/2025;1
U002935;15/4/2025;FR;Android;Organic;P02;;0
U002936;14/2/2025;FR;iOS;Paid Social;P01;19/2/2025;1
U002937;20/8/2025;IE;iOS;Referral;P01;;0
U002938;7/6/2025;ES;iOS;Organic;P01;9/6/2025;1
U002939;16/7/2025;ES;Android;Organic;P01;27/7/2025;1
U002940;21/11/2025;ES;Android;Paid Search;P01;23/11/2025;1
U002941;23/6/2025;ES;Android;Organic;P01;;0
U002942;28/9/2025;IT;Android;Organic;P01;30/9/2025;1
U002943;7/7/2025;PT;Android;Paid Social;P01;9/7/2025;1
U002944;11/7/2025;DE;iOS;Paid Search;P01;17/7/2025;1
U002945;18/1/2025;ES;iOS;Referral;P01;19/1/2025;1
U002946;2/7/2025;DE;iOS;Paid Search;P01;8/7/2025;1
U002947;19/4/2025;ES;iOS;Paid Social;P01;20/4/2025;1
U002948;6/11/2025;IT;Web;Paid Search;P01;7/11/2025;1
U002949;31/8/2025;DE;iOS;Organic;P02;9/9/2025;1
U002950;11/1/2025;ES;Android;Paid Search;P01;12/1/2025;1
U002951;13/7/2025;PT;iOS;Paid Social;P02;14/7/2025;1
U002952;3/2/2025;IT;Android;Partnership;P01;;0
U002953;21/6/2025;ES;iOS;Organic;P01;22/6/2025;1
U002954;10/4/2025;DE;iOS;Paid Search;P01;14/4/2025;1
U002955;30/8/2025;DE;iOS;Paid Social;P01;1/9/2025;1
U002956;19/7/2025;ES;Android;Organic;P01;22/7/2025;1
U002957;8/1/2025;ES;Android;Referral;P01;;0
U002958;30/8/2025;IT;Android;Organic;P02;2/9/2025;1
U002959;25/3/2025;BE;Android;Referral;P01;;0
U002960;14/1/2025;DE;Android;Paid Social;P01;16/1/2025;1
U002961;1/2/2025;DE;Web;Organic;P01;5/2/2025;1
U002962;2/10/2025;DE;iOS;Referral;P02;6/10/2025;1
U002963;27/11/2025;FR;iOS;Organic;P01;5/12/2025;1
U002964;30/1/2025;ES;iOS;Paid Social;P01;;0
U002965;2/11/2025;FR;Android;Referral;P02;;0
U002966;6/8/2025;BE;Android;Paid Social;P01;16/8/2025;1
U002967;28/1/2025;PT;Android;Organic;P01;;0
U002968;4/4/2025;BE;Android;Paid Search;P01;25/4/2025;1
U002969;5/12/2025;ES;iOS;Paid Search;P01;11/12/2025;1
U002970;2/11/2025;DE;Android;Paid Social;P02;2/11/2025;1
U002971;24/10/2025;DE;Android;Paid Social;P01;1/11/2025;1
U002972;14/9/2025;ES;Android;Paid Search;P02;15/9/2025;1
U002973;17/12/2025;ES;iOS;Referral;P01;18/12/2025;1
U002974;7/7/2025;PT;iOS;Referral;P02;11/7/2025;1
U002975;7/1/2025;IT;iOS;Paid Social;P02;12/1/2025;1
U002976;3/3/2025;DE;Android;Organic;P03;;0
U002977;4/9/2025;ES;Android;Paid Search;P02;5/9/2025;1
U002978;8/4/2025;DE;iOS;Paid Search;P01;18/4/2025;1
U002979;18/1/2025;ES;Android;Referral;P01;19/1/2025;1
U002980;29/1/2025;ES;Android;Referral;P01;31/1/2025;1
U002981;25/5/2025;DE;Web;Referral;P01;31/5/2025;1
U002982;17/11/2025;ES;Android;Organic;P01;23/11/2025;1
U002983;30/12/2025;IE;Android;Referral;P01;2/1/2026;1
U002984;14/9/2025;FR;Android;Referral;P02;;0
U002985;20/5/2025;ES;Android;Organic;P01;;0
U002986;15/12/2025;ES;Android;Organic;P01;21/12/2025;1
U002987;2/6/2025;IT;iOS;Organic;P01;;0
U002988;4/4/2025;ES;Web;Paid Social;P02;9/4/2025;1
U002989;13/4/2025;ES;Android;Paid Search;P01;15/4/2025;1
U002990;24/10/2025;FR;Android;Organic;P01;24/10/2025;1
U002991;28/10/2025;ES;Android;Paid Search;P01;29/10/2025;1
U002992;17/9/2025;DE;Android;Referral;P01;22/9/2025;1
U002993;4/4/2025;FR;iOS;Referral;P01;10/4/2025;1
U002994;19/10/2025;ES;iOS;Referral;P01;;0
U002995;23/8/2025;PT;iOS;Referral;P02;4/9/2025;1
U002996;2/9/2025;FR;iOS;Paid Social;P02;20/9/2025;1
U002997;20/4/2025;DE;iOS;Referral;P01;24/4/2025;1
U002998;31/8/2025;ES;Android;Paid Search;P01;5/9/2025;1
U002999;17/4/2025;DE;iOS;Referral;P01;20/4/2025;1
U003000;13/4/2025;ES;Android;Referral;P01;21/4/2025;1
U003001;5/7/2025;FR;Android;Paid Social;P03;;0
U003002;31/12/2025;ES;iOS;Paid Search;P01;8/1/2026;1
U003003;28/4/2025;IE;Android;Organic;P01;7/5/2025;1
U003004;28/4/2025;ES;Android;Organic;P03;28/4/2025;1
U003005;18/2/2025;BE;Android;Organic;P01;;0
U003006;31/12/2025;BE;Android;Organic;P03;;0
U003007;14/8/2025;FR;iOS;Paid Search;P01;16/8/2025;1
U003008;17/5/2025;ES;iOS;Organic;P01;17/5/2025;1
U003009;30/9/2025;FR;Android;Referral;P01;;0
U003010;6/2/2025;IE;iOS;Paid Social;P02;;0
U003011;4/3/2025;DE;Android;Referral;P02;13/3/2025;1
U003012;10/8/2025;DE;iOS;Paid Search;P01;15/8/2025;1
U003013;18/12/2025;ES;Android;Organic;P01;;0
U003014;8/5/2025;NL;Android;Organic;P01;11/5/2025;1
U003015;26/3/2025;ES;iOS;Referral;P01;26/3/2025;1
U003016;22/12/2025;ES;iOS;Organic;P01;;0
U003017;21/1/2025;ES;iOS;Paid Social;P01;;0
U003018;23/9/2025;FR;Android;Organic;P01;27/9/2025;1
U003019;15/12/2025;NL;Android;Paid Search;P01;18/12/2025;1
U003020;14/2/2025;PT;iOS;Organic;P01;17/2/2025;1
U003021;3/7/2025;ES;Android;Paid Search;P01;;0
U003022;15/5/2025;FR;iOS;Organic;P01;16/5/2025;1
U003023;23/2/2025;PT;Android;Referral;P01;4/3/2025;1
U003024;12/8/2025;DE;Android;Organic;P02;13/8/2025;1
U003025;21/7/2025;ES;Android;Organic;P01;21/7/2025;1
U003026;16/9/2025;FR;Android;Organic;P02;20/9/2025;1
U003027;12/6/2025;DE;iOS;Partnership;P01;17/6/2025;1
U003028;7/9/2025;IE;iOS;Paid Social;P01;11/9/2025;1
U003029;6/11/2025;DE;Android;Paid Social;P01;7/11/2025;1
U003030;4/2/2025;ES;iOS;Paid Search;P01;;0
U003031;11/3/2025;IT;iOS;Referral;P01;21/3/2025;1
U003032;30/5/2025;ES;iOS;Organic;P01;;0
U003033;23/10/2025;NL;Android;Referral;P01;;0
U003034;13/11/2025;FR;Android;Referral;P01;24/11/2025;1
U003035;17/5/2025;ES;Web;Organic;P01;;0
U003036;2/4/2025;FR;iOS;Organic;P01;6/4/2025;1
U003037;17/5/2025;ES;iOS;Paid Search;P01;19/5/2025;1
U003038;12/5/2025;ES;iOS;Organic;P01;18/5/2025;1
U003039;12/6/2025;DE;Android;Organic;P01;17/6/2025;1
U003040;25/8/2025;IT;iOS;Paid Search;P03;;0
U003041;6/9/2025;NL;Web;Organic;P01;;0
U003042;3/10/2025;FR;Android;Paid Social;P01;;0
U003043;25/4/2025;ES;Android;Paid Search;P01;;0
U003044;11/5/2025;FR;Android;Paid Social;P03;12/5/2025;1
U003045;23/12/2025;FR;Android;Paid Search;P01;26/12/2025;1
U003046;30/5/2025;ES;Android;Paid Search;P02;;0
U003047;12/4/2025;NL;iOS;Paid Search;P02;17/4/2025;1
U003048;6/10/2025;IE;Android;Referral;P01;8/10/2025;1
U003049;12/8/2025;ES;Android;Paid Search;P02;20/8/2025;1
U003050;4/12/2025;PT;Android;Paid Social;P01;6/12/2025;1
U003051;6/12/2025;DE;iOS;Referral;P01;11/12/2025;1
U003052;11/5/2025;ES;Web;Paid Social;P01;20/5/2025;1
U003053;22/4/2025;DE;Web;Organic;P01;23/4/2025;1
U003054;22/4/2025;ES;Android;Organic;P01;;0
U003055;16/4/2025;ES;Web;Paid Social;P02;19/4/2025;1
U003056;10/5/2025;IE;Android;Paid Social;P01;15/5/2025;1
U003057;26/12/2025;DE;iOS;Referral;P02;4/1/2026;1
U003058;17/9/2025;ES;Android;Paid Social;P01;20/9/2025;1
U003059;25/12/2025;FR;iOS;Organic;P01;27/12/2025;1
U003060;15/8/2025;IE;Android;Referral;P01;18/8/2025;1
U003061;26/1/2025;FR;Android;Paid Social;P02;10/2/2025;1
U003062;7/12/2025;BE;iOS;Partnership;P01;;0
U003063;6/7/2025;NL;iOS;Referral;P01;19/7/2025;1
U003064;24/3/2025;FR;Android;Paid Search;P01;;0
U003065;16/10/2025;IT;Android;Paid Social;P02;;0
U003066;29/9/2025;DE;Web;Paid Social;P01;1/10/2025;1
U003067;12/4/2025;PT;iOS;Organic;P01;;0
U003068;2/5/2025;FR;Android;Paid Search;P01;15/5/2025;1
U003069;27/1/2025;ES;iOS;Organic;P01;1/2/2025;1
U003070;28/10/2025;ES;iOS;Organic;P01;3/11/2025;1
U003071;12/7/2025;DE;Android;Referral;P02;14/7/2025;1
U003072;8/8/2025;PT;Android;Paid Search;P01;16/8/2025;1
U003073;11/10/2025;IT;Android;Referral;P01;17/10/2025;1
U003074;18/11/2025;DE;iOS;Paid Search;P01;26/11/2025;1
U003075;7/1/2025;ES;iOS;Referral;P01;23/1/2025;1
U003076;17/2/2025;ES;Android;Referral;P03;18/2/2025;1
U003077;6/5/2025;PT;iOS;Referral;P01;;0
U003078;26/7/2025;DE;iOS;Paid Search;P01;30/7/2025;1
U003079;16/3/2025;PT;iOS;Partnership;P01;;0
U003080;24/6/2025;ES;iOS;Paid Search;P01;25/6/2025;1
U003081;10/11/2025;FR;Android;Referral;P01;19/11/2025;1
U003082;27/4/2025;BE;iOS;Paid Search;P01;27/4/2025;1
U003083;15/4/2025;ES;Android;Organic;P01;23/4/2025;1
U003084;30/1/2025;ES;Android;Paid Social;P03;1/2/2025;1
U003085;29/8/2025;DE;Android;Paid Search;P02;31/8/2025;1
U003086;14/4/2025;DE;Android;Organic;P02;18/4/2025;1
U003087;18/10/2025;IE;Android;Paid Search;P01;;0
U003088;20/2/2025;BE;Android;Organic;P03;;0
U003089;9/6/2025;IT;iOS;Partnership;P01;14/6/2025;1
U003090;4/3/2025;ES;Android;Paid Social;P01;8/3/2025;1
U003091;11/8/2025;FR;iOS;Organic;P01;;0
U003092;10/11/2025;NL;Android;Referral;P01;;0
U003093;18/3/2025;FR;Android;Paid Social;P02;;0
U003094;14/7/2025;IE;iOS;Paid Social;P01;;0
U003095;15/2/2025;DE;iOS;Paid Social;P01;17/2/2025;1
U003096;25/3/2025;ES;iOS;Organic;P01;26/3/2025;1
U003097;13/2/2025;DE;iOS;Organic;P01;;0
U003098;12/11/2025;IT;Android;Referral;P02;;0
U003099;19/2/2025;ES;iOS;Referral;P01;20/2/2025;1
U003100;1/8/2025;FR;Android;Referral;P01;4/8/2025;1
U003101;16/10/2025;IT;Android;Organic;P01;22/10/2025;1
U003102;4/7/2025;ES;iOS;Referral;P02;8/7/2025;1
U003103;3/1/2025;FR;iOS;Paid Search;P01;20/1/2025;1
U003104;31/5/2025;IT;iOS;Paid Social;P01;4/6/2025;1
U003105;15/4/2025;PT;Android;Organic;P03;25/4/2025;1
U003106;4/12/2025;DE;iOS;Referral;P01;9/12/2025;1
U003107;3/12/2025;IE;iOS;Partnership;P01;;0
U003108;15/1/2025;BE;Web;Organic;P01;20/1/2025;1
U003109;30/8/2025;FR;Android;Referral;P01;1/9/2025;1
U003110;21/6/2025;ES;iOS;Paid Social;P03;27/6/2025;1
U003111;26/4/2025;PT;Android;Organic;P02;;0
U003112;8/10/2025;ES;Web;Organic;P01;11/10/2025;1
U003113;13/6/2025;NL;Android;Referral;P02;16/6/2025;1
U003114;24/5/2025;DE;iOS;Organic;P02;29/5/2025;1
U003115;9/1/2025;FR;Android;Organic;P01;12/1/2025;1
U003116;31/10/2025;DE;iOS;Referral;P01;9/11/2025;1
U003117;14/1/2025;DE;Android;Paid Social;P03;14/1/2025;1
U003118;8/11/2025;BE;iOS;Referral;P01;11/11/2025;1
U003119;6/9/2025;ES;Android;Paid Social;P01;;0
U003120;5/10/2025;BE;Android;Paid Search;P02;16/10/2025;1
U003121;19/10/2025;ES;Web;Referral;P02;;0
U003122;3/5/2025;IT;Android;Organic;P01;8/5/2025;1
U003123;8/5/2025;BE;iOS;Organic;P01;11/5/2025;1
U003124;1/12/2025;FR;iOS;Paid Social;P01;22/12/2025;1
U003125;20/5/2025;ES;Android;Partnership;P01;22/5/2025;1
U003126;2/3/2025;PT;iOS;Paid Search;P02;5/3/2025;1
U003127;29/11/2025;NL;iOS;Partnership;P02;1/12/2025;1
U003128;17/9/2025;FR;Android;Referral;P01;20/9/2025;1
U003129;26/2/2025;DE;iOS;Paid Search;P01;3/3/2025;1
U003130;23/2/2025;PT;iOS;Paid Search;P01;27/2/2025;1
U003131;13/7/2025;ES;Android;Organic;P01;26/7/2025;1
U003132;18/11/2025;DE;Web;Paid Social;P01;18/11/2025;1
U003133;13/9/2025;FR;Android;Organic;P01;16/9/2025;1
U003134;6/2/2025;ES;iOS;Paid Search;P02;9/2/2025;1
U003135;2/3/2025;NL;Android;Organic;P02;6/3/2025;1
U003136;8/1/2025;FR;Android;Partnership;P01;11/1/2025;1
U003137;30/7/2025;BE;iOS;Paid Search;P02;2/8/2025;1
U003138;7/6/2025;DE;Android;Paid Search;P01;9/6/2025;1
U003139;30/7/2025;DE;Android;Paid Search;P01;4/8/2025;1
U003140;24/7/2025;FR;Android;Organic;P01;;0
U003141;19/8/2025;FR;iOS;Paid Search;P02;25/8/2025;1
U003142;3/1/2025;PT;Android;Referral;P01;6/1/2025;1
U003143;18/12/2025;IT;iOS;Paid Social;P01;31/12/2025;1
U003144;19/12/2025;PT;iOS;Paid Search;P01;19/12/2025;1
U003145;5/12/2025;FR;iOS;Referral;P01;13/12/2025;1
U003146;28/6/2025;ES;Android;Organic;P01;30/6/2025;1
U003147;28/8/2025;ES;iOS;Referral;P01;28/8/2025;1
U003148;2/10/2025;PT;Android;Organic;P02;5/10/2025;1
U003149;28/11/2025;FR;Android;Referral;P01;30/11/2025;1
U003150;27/3/2025;DE;iOS;Partnership;P01;27/3/2025;1
U003151;12/11/2025;FR;Android;Referral;P01;13/11/2025;1
U003152;24/8/2025;FR;Web;Organic;P01;25/8/2025;1
U003153;25/12/2025;IT;iOS;Paid Search;P01;27/12/2025;1
U003154;11/4/2025;DE;Android;Referral;P02;15/4/2025;1
U003155;17/5/2025;IE;Web;Paid Search;P01;19/5/2025;1
U003156;15/1/2025;ES;Android;Paid Search;P01;22/1/2025;1
U003157;3/12/2025;DE;Android;Paid Search;P02;;0
U003158;19/10/2025;ES;Android;Organic;P01;26/10/2025;1
U003159;16/1/2025;PT;Android;Paid Search;P01;19/1/2025;1
U003160;14/4/2025;DE;iOS;Organic;P01;20/4/2025;1
U003161;9/10/2025;FR;iOS;Paid Social;P02;12/10/2025;1
U003162;20/12/2025;PT;Android;Paid Search;P01;20/12/2025;1
U003163;25/11/2025;FR;iOS;Organic;P01;1/12/2025;1
U003164;7/1/2025;ES;iOS;Organic;P01;13/1/2025;1
U003165;21/12/2025;FR;iOS;Partnership;P01;27/12/2025;1
U003166;26/6/2025;ES;Android;Paid Social;P01;29/6/2025;1
U003167;30/4/2025;NL;Android;Paid Social;P01;3/5/2025;1
U003168;24/2/2025;IT;iOS;Referral;P01;27/2/2025;1
U003169;9/11/2025;IT;iOS;Paid Social;P02;16/11/2025;1
U003170;12/12/2025;NL;iOS;Paid Search;P01;13/12/2025;1
U003171;13/5/2025;PT;iOS;Paid Social;P01;2/6/2025;1
U003172;16/9/2025;FR;Android;Organic;P01;;0
U003173;13/1/2025;ES;iOS;Paid Social;P01;14/1/2025;1
U003174;16/7/2025;FR;Web;Organic;P01;;0
U003175;13/7/2025;BE;iOS;Partnership;P02;13/7/2025;1
U003176;1/6/2025;BE;iOS;Paid Search;P01;3/6/2025;1
U003177;9/11/2025;IT;Android;Organic;P02;;0
U003178;20/11/2025;ES;iOS;Paid Social;P01;25/11/2025;1
U003179;5/7/2025;ES;iOS;Organic;P01;10/7/2025;1
U003180;31/12/2025;NL;iOS;Paid Search;P01;1/1/2026;1
U003181;23/9/2025;ES;Android;Referral;P01;25/9/2025;1
U003182;11/12/2025;DE;iOS;Referral;P03;;0
U003183;10/2/2025;FR;Android;Paid Social;P02;;0
U003184;23/8/2025;ES;Android;Paid Search;P01;;0
U003185;14/1/2025;IT;Android;Paid Search;P01;18/1/2025;1
U003186;25/3/2025;IE;Android;Organic;P02;27/3/2025;1
U003187;31/10/2025;PT;Android;Paid Social;P01;14/11/2025;1
U003188;21/11/2025;FR;Android;Paid Social;P02;24/11/2025;1
U003189;8/11/2025;FR;Android;Organic;P01;20/11/2025;1
U003190;1/11/2025;BE;Android;Organic;P01;;0
U003191;26/12/2025;DE;Android;Organic;P01;;0
U003192;25/10/2025;FR;iOS;Organic;P01;2/11/2025;1
U003193;22/11/2025;IT;Android;Organic;P01;28/11/2025;1
U003194;1/12/2025;ES;iOS;Paid Search;P01;3/12/2025;1
U003195;23/12/2025;ES;Android;Paid Search;P02;24/12/2025;1
U003196;29/5/2025;NL;iOS;Paid Search;P01;9/6/2025;1
U003197;16/1/2025;DE;iOS;Organic;P01;;0
U003198;6/11/2025;ES;iOS;Paid Search;P01;15/11/2025;1
U003199;4/1/2025;ES;iOS;Referral;P01;5/1/2025;1
U003200;10/1/2025;IE;iOS;Organic;P01;20/1/2025;1
U003201;30/7/2025;DE;iOS;Organic;P01;30/7/2025;1
U003202;9/2/2025;DE;Android;Paid Search;P02;;0
U003203;14/11/2025;ES;iOS;Organic;P02;16/11/2025;1
U003204;10/10/2025;IE;Web;Organic;P02;;0
U003205;15/10/2025;NL;Android;Paid Search;P01;15/10/2025;1
U003206;5/4/2025;DE;iOS;Paid Search;P01;5/4/2025;1
U003207;18/6/2025;ES;iOS;Referral;P01;19/6/2025;1
U003208;31/10/2025;IT;Android;Referral;P02;2/11/2025;1
U003209;28/1/2025;NL;iOS;Paid Search;P01;30/1/2025;1
U003210;19/12/2025;PT;Android;Paid Search;P02;21/12/2025;1
U003211;18/10/2025;IE;Android;Partnership;P03;22/10/2025;1
U003212;5/6/2025;DE;Android;Paid Search;P01;;0
U003213;17/4/2025;FR;iOS;Partnership;P01;20/4/2025;1
U003214;4/1/2025;FR;Android;Referral;P01;10/1/2025;1
U003215;11/6/2025;PT;iOS;Organic;P01;;0
U003216;5/2/2025;ES;Android;Organic;P01;8/2/2025;1
