transaction_id;user_id;transaction_date;tx_type;merchant_category;amount_eur;fee_amount_eur;is_revenue_tx
T00036759;U003436;28/12/2025;Cash Withdrawal;ATM;100;0;0
T00036760;U003436;23/12/2025;Card Payment;Utilities;21,02;0,21;1
T00036761;U003436;16/12/2025;Bank Transfer;Transfer;37,06;0,15;1
T00036762;U003438;23/9/2025;Card Payment;Utilities;20,34;0,16;1
T00036763;U003438;19/9/2025;Card Payment;Dining;22,4;0,18;1
T00036764;U003438;19/10/2025;Card Payment;Dining;23,27;0,19;1
T00036765;U003438;2/10/2025;Card Payment;Utilities;54,04;0,43;1
T00036766;U003438;9/10/2025;Card Payment;Online Retail;34,18;0,27;1
T00036767;U003438;21/11/2025;Card Payment;Entertainment;22,18;0,18;1
T00036768;U003438;26/11/2025;Card Payment;Online Retail;17;0,14;1
T00036769;U003438;5/11/2025;Card Payment;Groceries;19,93;0,16;1
T00036770;U003438;14/11/2025;Card Payment;Entertainment;26,06;0,21;1
T00036771;U003438;21/11/2025;Card Payment;Travel;54,11;0,43;1
T00036772;U003438;9/11/2025;Card Payment;Entertainment;41,78;0,33;1
T00036773;U003438;30/11/2025;Card Payment;Entertainment;91,24;0,73;1
T00036774;U003438;22/11/2025;Card Payment;Dining;22,97;0,18;1
T00036775;U003438;20/12/2025;Card Payment;Transport;14,63;0,12;1
T00036776;U003438;24/12/2025;Bank Transfer;Transfer;38,96;0,12;1
T00036777;U003438;29/12/2025;Card Payment;Groceries;26,38;0,21;1
T00036778;U003438;18/12/2025;Bank Transfer;Transfer;83,72;0,25;1
T00036779;U003438;10/12/2025;Card Payment;Online Retail;20,85;0,17;1
T00036780;U003438;12/12/2025;Card Payment;Transport;26,31;0,21;1
T00036781;U003438;17/12/2025;Card Payment;Fuel;45,59;0,36;1
T00036782;U003439;22/10/2025;Card Payment;Entertainment;21,39;0,21;1
T00036783;U003439;22/11/2025;Card Payment;Transport;21,15;0,21;1
T00036784;U003439;7/11/2025;Bank Transfer;Transfer;54,8;0;0
T00036785;U003439;26/11/2025;Card Payment;Groceries;29,36;0,29;1
T00036786;U003439;11/11/2025;Bank Transfer;Transfer;34,25;0,14;1
T00036787;U003439;4/12/2025;Card Payment;Dining;26,85;0,27;1
T00036788;U003440;28/11/2025;Card Payment;Dining;104,36;0,83;1
T00036789;U003440;13/12/2025;Card Payment;Groceries;19,19;0,15;1
T00036790;U003440;4/12/2025;Card Payment;Groceries;13,19;0,11;1
T00036791;U003444;8/12/2025;Bank Transfer;Transfer;80,07;0,32;1
T00036792;U003444;13/12/2025;Card Payment;Dining;47,36;0,47;1
T00036793;U003444;7/12/2025;Card Payment;Fuel;13,22;0,13;1
T00036794;U003444;3/12/2025;Bank Transfer;Transfer;65,85;0,26;1
T00036795;U003444;3/12/2025;Card Payment;Fuel;60,48;0,6;1
T00036796;U003444;26/12/2025;Bank Transfer;Transfer;94,09;0,38;1
T00036797;U003444;24/12/2025;Card Payment;Transport;21,88;0,22;1
T00036798;U003444;28/12/2025;Bank Transfer;Transfer;17,11;0,07;1
T00036799;U003444;14/12/2025;Card Payment;Utilities;9,09;0,09;1
T00036800;U003444;6/12/2025;Bank Transfer;Transfer;95,82;0,38;1
T00036801;U003444;24/12/2025;Card Payment;Entertainment;46,29;0,46;1
T00036802;U003444;15/12/2025;Bank Transfer;Transfer;184,61;0;0
T00036803;U003444;6/12/2025;Card Payment;Dining;28,4;0,28;1
T00036804;U003444;26/12/2025;Card Payment;Utilities;88,05;0,88;1
T00036805;U003446;12/11/2025;Card Payment;Groceries;13,61;0,11;1
T00036806;U003446;8/11/2025;Bank Transfer;Transfer;36,23;0,11;1
T00036807;U003446;23/11/2025;Bank Transfer;Transfer;10;0;0
T00036808;U003446;19/12/2025;Bank Transfer;Transfer;41,66;0;0
T00036809;U003446;14/12/2025;Bank Transfer;Transfer;39,53;0;0
T00036810;U003446;9/12/2025;Card Payment;Online Retail;43,47;0,35;1
T00036811;U003448;29/12/2025;Card Payment;Dining;30,46;0,3;1
T00036812;U003449;20/9/2025;Card Payment;Fuel;30,76;0,25;1
T00036813;U003449;22/9/2025;Card Payment;Online Retail;17,88;0,14;1
T00036814;U003449;26/9/2025;Card Payment;Dining;63,34;0,51;1
T00036815;U003449;19/10/2025;Card Payment;Groceries;11,93;0,1;1
T00036816;U003449;17/10/2025;Card Payment;Groceries;25,68;0,21;1
T00036817;U003449;21/10/2025;Card Payment;Groceries;23,92;0,19;1
T00036818;U003449;3/11/2025;Bank Transfer;Transfer;166,37;0,5;1
T00036819;U003449;20/11/2025;Card Payment;Entertainment;26,35;0,21;1
T00036820;U003449;22/11/2025;Card Payment;Travel;7,21;0,06;1
T00036821;U003449;4/11/2025;Bank Transfer;Transfer;31,47;0,09;1
T00036822;U003450;27/4/2025;Card Payment;Transport;12,42;0,12;1
T00036823;U003450;28/4/2025;Cash Withdrawal;ATM;100;0;0
T00036824;U003450;28/4/2025;Bank Transfer;Transfer;131,63;0,53;1
T00036825;U003450;27/4/2025;Card Payment;Online Retail;26,91;0,27;1
T00036826;U003450;26/4/2025;Card Payment;Dining;26,14;0,26;1
T00036827;U003450;28/4/2025;Card Payment;Dining;44,04;0,44;1
T00036828;U003450;26/4/2025;Card Payment;Transport;36,8;0,37;1
T00036829;U003450;28/5/2025;Card Payment;Entertainment;41,41;0,41;1
T00036830;U003450;1/5/2025;Card Payment;Travel;47,92;0,48;1
T00036831;U003451;17/2/2025;Card Payment;Online Retail;13,28;0,11;1
T00036832;U003451;17/2/2025;Card Payment;Online Retail;51,47;0,41;1
T00036833;U003451;18/2/2025;Card Payment;Online Retail;70,48;0,56;1
T00036834;U003451;2/3/2025;Bank Transfer;Transfer;92,07;0,28;1
T00036835;U003451;30/3/2025;Card Payment;Utilities;22,4;0,18;1
T00036836;U003451;22/3/2025;Card Payment;Groceries;74,32;0,59;1
T00036837;U003451;22/4/2025;Card Payment;Groceries;18,95;0,15;1
T00036838;U003451;4/4/2025;Card Payment;Dining;33,12;0,26;1
T00036839;U003452;23/9/2025;Bank Transfer;Transfer;11,79;0,05;1
T00036840;U003452;10/9/2025;Card Payment;Utilities;54,99;0,55;1
T00036841;U003452;21/9/2025;Card Payment;Dining;15,3;0,15;1
T00036842;U003452;23/10/2025;Bank Transfer;Transfer;53,63;0,21;1
T00036843;U003452;27/10/2025;Cash Withdrawal;ATM;20;0;0
T00036844;U003452;23/10/2025;Card Payment;Travel;11,83;0,12;1
T00036845;U003452;25/10/2025;Bank Transfer;Transfer;110,64;0,44;1
T00036846;U003452;2/10/2025;Card Payment;Travel;18,15;0,18;1
T00036847;U003452;1/11/2025;Bank Transfer;Transfer;73,04;0,29;1
T00036848;U003452;12/11/2025;Cash Withdrawal;ATM;20;0;0
T00036849;U003452;7/11/2025;Bank Transfer;Transfer;202,7;0,81;1
T00036850;U003452;17/11/2025;Card Payment;Utilities;44,31;0,44;1
T00036851;U003452;16/11/2025;Card Payment;Dining;89;0,89;1
T00036852;U003452;19/12/2025;Bank Transfer;Transfer;187,41;0,75;1
T00036853;U003452;24/12/2025;Card Payment;Entertainment;15,45;0,15;1
T00036854;U003453;23/9/2025;Card Payment;Dining;49,71;0,5;1
T00036855;U003453;22/9/2025;Card Payment;Utilities;26,25;0,26;1
T00036856;U003453;21/9/2025;Card Payment;Online Retail;20,65;0,21;1
T00036857;U003453;21/9/2025;Card Payment;Transport;37,81;0,38;1
T00036858;U003453;24/9/2025;Card Payment;Transport;31,37;0,31;1
T00036859;U003453;17/10/2025;Bank Transfer;Transfer;48,22;0,19;1
T00036860;U003453;10/10/2025;Card Payment;Utilities;29,89;0,3;1
T00036861;U003453;2/10/2025;Card Payment;Fuel;17,78;0,18;1
T00036862;U003453;4/11/2025;Card Payment;Travel;19,97;0,2;1
T00036863;U003453;17/11/2025;Card Payment;Transport;7,71;0,08;1
T00036864;U003453;22/11/2025;Card Payment;Travel;31,31;0,31;1
T00036865;U003453;1/11/2025;Card Payment;Dining;12,74;0,13;1
T00036866;U003453;2/11/2025;Bank Transfer;Transfer;138,25;0,55;1
T00036867;U003453;16/11/2025;Card Payment;Groceries;35,03;0,35;1
T00036868;U003453;28/11/2025;Card Payment;Online Retail;49,76;0,5;1
T00036869;U003453;22/12/2025;Card Payment;Online Retail;18,91;0,19;1
T00036870;U003453;14/12/2025;Bank Transfer;Transfer;47,93;0,19;1
T00036871;U003453;8/12/2025;Bank Transfer;Transfer;95,32;0,38;1
T00036872;U003455;22/3/2025;Card Payment;Travel;23,97;0,24;1
T00036873;U003455;21/3/2025;Card Payment;Utilities;8,42;0,08;1
T00036874;U003455;27/3/2025;Card Payment;Dining;28,56;0,29;1
T00036875;U003455;19/3/2025;Card Payment;Dining;61,79;0,62;1
T00036876;U003455;29/4/2025;Bank Transfer;Transfer;32,77;0,13;1
T00036877;U003455;6/4/2025;Card Payment;Utilities;24,27;0,24;1
T00036878;U003455;20/4/2025;Bank Transfer;Transfer;177,16;0;0
T00036879;U003456;15/6/2025;Card Payment;Dining;19,54;0,2;1
T00036880;U003456;27/6/2025;Bank Transfer;Transfer;45,43;0,18;1
T00036881;U003456;5/7/2025;Card Payment;Fuel;20,22;0,2;1
T00036882;U003456;13/7/2025;Card Payment;Online Retail;19,44;0,19;1
T00036883;U003458;30/6/2025;Card Payment;Online Retail;25,87;0,26;1
T00036884;U003458;28/6/2025;Card Payment;Travel;22,1;0,22;1
T00036885;U003458;8/8/2025;Card Payment;Transport;16,01;0,16;1
T00036886;U003458;2/9/2025;Card Payment;Transport;31,45;0,31;1
T00036887;U003460;23/9/2025;Card Payment;Fuel;28,18;0,28;1
T00036888;U003460;24/9/2025;Bank Transfer;Transfer;83,57;0;0
T00036889;U003460;15/9/2025;Card Payment;Transport;68,81;0,69;1
T00036890;U003460;30/9/2025;Card Payment;Dining;15,16;0,15;1
T00036891;U003460;20/9/2025;Card Payment;Transport;26,68;0,27;1
T00036892;U003460;29/10/2025;Bank Transfer;Transfer;10;0;0
T00036893;U003460;30/10/2025;Card Payment;Entertainment;36,25;0,36;1
T00036894;U003460;12/10/2025;Card Payment;Utilities;13,81;0,14;1
T00036895;U003460;26/10/2025;Card Payment;Transport;13,17;0,13;1
T00036896;U003460;4/10/2025;Bank Transfer;Transfer;20,08;0,08;1
T00036897;U003460;6/10/2025;Card Payment;Dining;37,4;0,37;1
T00036898;U003460;24/10/2025;Card Payment;Groceries;18,52;0,19;1
T00036899;U003460;7/11/2025;Card Payment;Utilities;35,28;0,35;1
T00036900;U003460;26/11/2025;Card Payment;Fuel;35,54;0,36;1
T00036901;U003460;1/11/2025;Card Payment;Utilities;34,88;0,35;1
T00036902;U003460;14/11/2025;Card Payment;Groceries;28,05;0,28;1
T00036903;U003460;17/11/2025;Card Payment;Groceries;17,66;0,18;1
T00036904;U003460;2/12/2025;Card Payment;Entertainment;61,84;0,62;1
T00036905;U003460;14/12/2025;Card Payment;Groceries;48,43;0,48;1
T00036906;U003460;20/12/2025;Card Payment;Utilities;32,93;0,33;1
T00036907;U003460;30/12/2025;Card Payment;Dining;37,82;0,38;1
T00036908;U003460;16/12/2025;Bank Transfer;Transfer;23,48;0;0
T00036909;U003461;21/3/2025;Card Payment;Utilities;14,76;0,15;1
T00036910;U003461;29/7/2025;Card Payment;Online Retail;31,35;0,31;1
T00036911;U003461;26/8/2025;Card Payment;Transport;33,2;0,33;1
T00036912;U003461;10/8/2025;Card Payment;Groceries;28,23;0,28;1
T00036913;U003461;21/8/2025;Card Payment;Utilities;14,24;0,14;1
T00036914;U003461;1/9/2025;Bank Transfer;Transfer;160,04;0,64;1
T00036915;U003461;21/11/2025;Card Payment;Transport;48,52;0,49;1
T00036916;U003461;9/11/2025;Card Payment;Dining;15,55;0,16;1
T00036917;U003461;24/11/2025;Card Payment;Groceries;110,06;1,1;1
T00036918;U003461;26/12/2025;Bank Transfer;Transfer;12,74;0,05;1
T00036919;U003463;15/5/2025;Card Payment;Groceries;24,61;0,25;1
T00036920;U003463;9/6/2025;Card Payment;Transport;26,63;0,27;1
T00036921;U003463;26/6/2025;Card Payment;Groceries;32,63;0,33;1
T00036922;U003463;10/6/2025;Card Payment;Transport;30,08;0,3;1
T00036923;U003463;8/6/2025;Card Payment;Groceries;74,87;0,75;1
T00036924;U003463;2/6/2025;Card Payment;Fuel;40,26;0,4;1
T00036925;U003463;8/8/2025;Bank Transfer;Transfer;104,19;0,42;1
T00036926;U003463;8/8/2025;Card Payment;Transport;9,64;0,1;1
T00036927;U003463;20/8/2025;Card Payment;Groceries;23,47;0,23;1
T00036928;U003463;11/8/2025;Card Payment;Entertainment;35,24;0,35;1
T00036929;U003463;28/8/2025;Card Payment;Online Retail;27,58;0,28;1
T00036930;U003463;12/8/2025;Bank Transfer;Transfer;95,51;0;0
T00036931;U003463;10/9/2025;Bank Transfer;Transfer;65,1;0,26;1
T00036932;U003463;8/9/2025;Card Payment;Dining;50,19;0,5;1
T00036933;U003463;21/9/2025;Bank Transfer;Transfer;132,87;0,53;1
T00036934;U003463;21/10/2025;Card Payment;Online Retail;28,41;0,28;1
T00036935;U003463;19/10/2025;Card Payment;Transport;49,3;0,49;1
T00036936;U003463;17/10/2025;Bank Transfer;Transfer;11,83;0;0
T00036937;U003463;4/10/2025;Card Payment;Dining;17,37;0,17;1
T00036938;U003463;24/11/2025;Bank Transfer;Transfer;115,56;0,46;1
T00036939;U003463;19/11/2025;Card Payment;Entertainment;21,19;0,21;1
T00036940;U003463;4/12/2025;Card Payment;Transport;42,93;0,43;1
T00036941;U003463;23/12/2025;Card Payment;Entertainment;47,78;0,48;1
T00036942;U003463;13/12/2025;Bank Transfer;Transfer;118,8;0,48;1
T00036943;U003463;2/12/2025;Card Payment;Groceries;39,04;0,39;1
T00036944;U003464;21/9/2025;Bank Transfer;Transfer;152,79;0,61;1
T00036945;U003464;25/9/2025;Card Payment;Entertainment;40,85;0,41;1
T00036946;U003464;26/9/2025;Card Payment;Online Retail;50,29;0,5;1
T00036947;U003464;25/9/2025;Card Payment;Groceries;8,52;0,09;1
T00036948;U003464;27/9/2025;Bank Transfer;Transfer;22,92;0;0
T00036949;U003466;30/8/2025;Bank Transfer;Transfer;93,6;0;0
T00036950;U003466;27/8/2025;Card Payment;Groceries;23,59;0,24;1
T00036951;U003466;30/8/2025;Card Payment;Entertainment;17,23;0,17;1
T00036952;U003466;29/8/2025;Card Payment;Fuel;22,57;0,23;1
T00036953;U003466;19/9/2025;Card Payment;Dining;24,43;0,24;1
T00036954;U003466;26/9/2025;Card Payment;Dining;21,33;0,21;1
T00036955;U003466;27/9/2025;Card Payment;Utilities;56,99;0,57;1
T00036956;U003466;25/9/2025;Card Payment;Transport;61,28;0,61;1
T00036957;U003466;1/11/2025;Bank Transfer;Transfer;106,86;0,43;1
T00036958;U003466;25/11/2025;Bank Transfer;Transfer;26,46;0;0
T00036959;U003466;29/11/2025;Cash Withdrawal;ATM;40;0;0
T00036960;U003466;3/12/2025;Bank Transfer;Transfer;31,51;0,13;1
T00036961;U003466;29/12/2025;Bank Transfer;Transfer;104,74;0,42;1
T00036962;U003466;21/12/2025;Bank Transfer;Transfer;89,21;0,36;1
T00036963;U003466;17/12/2025;Bank Transfer;Transfer;65,75;0,26;1
T00036964;U003471;30/9/2025;Card Payment;Utilities;24,84;0,25;1
T00036965;U003471;21/10/2025;Card Payment;Transport;42,58;0,43;1
T00036966;U003471;18/11/2025;Card Payment;Utilities;47,28;0,47;1
T00036967;U003471;29/12/2025;Card Payment;Utilities;9,84;0,1;1
T00036968;U003471;3/12/2025;Bank Transfer;Transfer;30,27;0,12;1
T00036969;U003472;28/12/2025;Bank Transfer;Transfer;36,43;0,15;1
T00036970;U003472;23/12/2025;Card Payment;Fuel;56,07;0,56;1
T00036971;U003473;31/1/2025;Card Payment;Groceries;26,19;0,21;1
T00036972;U003473;27/1/2025;Card Payment;Transport;53,01;0,42;1
T00036973;U003473;29/1/2025;Card Payment;Dining;21,95;0,18;1
T00036974;U003473;27/1/2025;Bank Transfer;Transfer;100,38;0;0
T00036975;U003473;25/1/2025;Bank Transfer;Transfer;98,55;0;0
T00036976;U003473;6/2/2025;Card Payment;Dining;26,73;0,21;1
T00036977;U003473;21/2/2025;Card Payment;Groceries;18,85;0,15;1
T00036978;U003473;20/2/2025;Card Payment;Travel;41,64;0,33;1
T00036979;U003473;26/2/2025;Card Payment;Groceries;27,08;0,22;1
T00036980;U003473;5/2/2025;Card Payment;Fuel;34,94;0,28;1
T00036981;U003473;3/2/2025;Bank Transfer;Transfer;51,61;0,15;1
T00036982;U003473;23/3/2025;Bank Transfer;Transfer;19,41;0,06;1
T00036983;U003473;25/3/2025;Card Payment;Utilities;23,21;0,19;1
T00036984;U003473;16/3/2025;Card Payment;Travel;19,88;0,16;1
T00036985;U003476;20/12/2025;Card Payment;Travel;76,23;0,76;1
T00036986;U003480;22/3/2025;Card Payment;Utilities;17,65;0,18;1
T00036987;U003480;16/4/2025;Bank Transfer;Transfer;196,42;0;0
T00036988;U003480;13/4/2025;Card Payment;Groceries;25,3;0,25;1
T00036989;U003480;6/4/2025;Bank Transfer;Transfer;108,86;0;0
T00036990;U003480;22/5/2025;Card Payment;Travel;26,83;0,27;1
T00036991;U003480;10/5/2025;Card Payment;Travel;16,03;0,16;1
T00036992;U003480;23/6/2025;Card Payment;Utilities;12,83;0,13;1
T00036993;U003480;20/6/2025;Card Payment;Utilities;20,08;0,2;1
T00036994;U003480;13/6/2025;Card Payment;Fuel;30,41;0,3;1
T00036995;U003480;8/7/2025;Card Payment;Groceries;83,23;0,83;1
T00036996;U003480;27/7/2025;Card Payment;Dining;31,34;0,31;1
T00036997;U003480;2/7/2025;Card Payment;Utilities;145,34;1,45;1
T00036998;U003480;4/7/2025;Card Payment;Utilities;28,75;0,29;1
T00036999;U003480;31/7/2025;Card Payment;Dining;7,6;0,08;1
T00037000;U003480;16/7/2025;Card Payment;Groceries;13,62;0,14;1
T00037001;U003480;26/8/2025;Card Payment;Online Retail;41,2;0,41;1
T00037002;U003480;14/8/2025;Cash Withdrawal;ATM;200;0;0
T00037003;U003480;2/9/2025;Card Payment;Groceries;33,23;0,33;1
T00037004;U003480;1/9/2025;Bank Transfer;Transfer;53,44;0,21;1
T00037005;U003480;20/10/2025;Card Payment;Entertainment;31,6;0,32;1
T00037006;U003480;29/10/2025;Card Payment;Transport;36,81;0,37;1
T00037007;U003480;10/10/2025;Card Payment;Transport;45,1;0,45;1
T00037008;U003480;6/11/2025;Bank Transfer;Transfer;107,62;0,43;1
T00037009;U003480;17/11/2025;Card Payment;Groceries;65,04;0,65;1
T00037010;U003480;22/11/2025;Card Payment;Fuel;49,72;0,5;1
T00037011;U003480;14/12/2025;Bank Transfer;Transfer;43,49;0,17;1
T00037012;U003481;26/12/2025;Card Payment;Online Retail;31,48;0,31;1
T00037013;U003481;28/12/2025;Card Payment;Fuel;32,6;0,33;1
T00037014;U003481;27/12/2025;Bank Transfer;Transfer;154,94;0;0
T00037015;U003481;29/12/2025;Card Payment;Online Retail;139,16;1,39;1
T00037016;U003482;30/8/2025;Card Payment;Entertainment;10,33;0,1;1
T00037017;U003482;15/8/2025;Bank Transfer;Transfer;70,21;0;0
T00037018;U003482;21/8/2025;Card Payment;Groceries;40,74;0,41;1
T00037019;U003482;29/8/2025;Card Payment;Online Retail;28,22;0,28;1
T00037020;U003482;16/8/2025;Card Payment;Entertainment;17,98;0,18;1
T00037021;U003482;8/8/2025;Bank Transfer;Transfer;85,69;0,34;1
T00037022;U003482;8/8/2025;Card Payment;Utilities;17,19;0,17;1
T00037023;U003482;19/9/2025;Bank Transfer;Transfer;79,29;0;0
T00037024;U003482;26/9/2025;Card Payment;Online Retail;78,29;0,78;1
T00037025;U003482;10/9/2025;Card Payment;Utilities;59,82;0,6;1
T00037026;U003482;25/9/2025;Card Payment;Utilities;18,44;0,18;1
T00037027;U003482;6/9/2025;Card Payment;Travel;23,63;0,24;1
T00037028;U003482;21/9/2025;Card Payment;Online Retail;46,14;0,46;1
T00037029;U003482;10/9/2025;Card Payment;Online Retail;51,93;0,52;1
T00037030;U003482;7/9/2025;Card Payment;Groceries;84,97;0,85;1
T00037031;U003482;19/9/2025;Card Payment;Transport;26,35;0,26;1
T00037032;U003482;1/9/2025;Card Payment;Fuel;12,71;0,13;1
T00037033;U003482;20/10/2025;Bank Transfer;Transfer;32,45;0,13;1
T00037034;U003482;15/10/2025;Bank Transfer;Transfer;211,17;0,84;1
T00037035;U003482;18/10/2025;Card Payment;Utilities;46,88;0,47;1
T00037036;U003482;20/10/2025;Card Payment;Groceries;14,27;0,14;1
T00037037;U003482;2/10/2025;Bank Transfer;Transfer;94,55;0,38;1
T00037038;U003482;25/10/2025;Card Payment;Online Retail;87,07;0,87;1
T00037039;U003482;10/10/2025;Bank Transfer;Transfer;59,02;0,24;1
T00037040;U003482;29/10/2025;Card Payment;Dining;68,98;0,69;1
T00037041;U003482;8/11/2025;Card Payment;Online Retail;52,95;0,53;1
T00037042;U003482;24/11/2025;Card Payment;Groceries;38,19;0,38;1
T00037043;U003482;10/11/2025;Card Payment;Utilities;32,81;0,33;1
T00037044;U003482;12/11/2025;Card Payment;Groceries;22,4;0,22;1
T00037045;U003482;25/11/2025;Bank Transfer;Transfer;43,07;0;0
T00037046;U003482;13/11/2025;Bank Transfer;Transfer;76,64;0;0
T00037047;U003482;29/11/2025;Card Payment;Online Retail;32,91;0,33;1
T00037048;U003482;3/12/2025;Card Payment;Transport;47,79;0,48;1
T00037049;U003482;10/12/2025;Card Payment;Groceries;38,08;0,38;1
T00037050;U003482;29/12/2025;Card Payment;Dining;45,95;0,46;1
T00037051;U003482;17/12/2025;Card Payment;Dining;30,45;0,3;1
T00037052;U003482;17/12/2025;Card Payment;Groceries;42,09;0,42;1
T00037053;U003482;17/12/2025;Bank Transfer;Transfer;15,14;0,06;1
T00037054;U003482;13/12/2025;Bank Transfer;Transfer;64,39;0,26;1
T00037055;U003482;26/12/2025;Card Payment;Fuel;34,3;0,34;1
T00037056;U003482;27/12/2025;Card Payment;Entertainment;44,85;0,45;1
T00037057;U003483;29/12/2025;Card Payment;Entertainment;19,71;0,2;1
T00037058;U003483;29/12/2025;Card Payment;Utilities;30,01;0,3;1
T00037059;U003483;29/12/2025;Cash Withdrawal;ATM;200;0;0
T00037060;U003483;30/12/2025;Card Payment;Travel;21,94;0,22;1
T00037061;U003483;31/12/2025;Card Payment;Transport;25,75;0,26;1
T00037062;U003484;27/7/2025;Bank Transfer;Transfer;64,99;0,26;1
T00037063;U003485;28/1/2025;Card Payment;Utilities;29,86;0,3;1
T00037064;U003485;30/1/2025;Card Payment;Transport;35,39;0,35;1
T00037065;U003485;31/1/2025;Card Payment;Groceries;80,29;0,8;1
T00037066;U003485;29/1/2025;Card Payment;Groceries;75,58;0,76;1
T00037067;U003485;31/1/2025;Card Payment;Groceries;21,24;0,21;1
T00037068;U003485;30/1/2025;Card Payment;Groceries;10,63;0,11;1
T00037069;U003485;31/1/2025;Card Payment;Fuel;35,97;0,36;1
T00037070;U003485;21/2/2025;Card Payment;Entertainment;36,03;0,36;1
T00037071;U003485;14/3/2025;Card Payment;Travel;32,59;0,33;1
T00037072;U003485;2/3/2025;Card Payment;Entertainment;85,22;0,85;1
T00037073;U003485;22/3/2025;Card Payment;Transport;67,76;0,68;1
T00037074;U003485;21/4/2025;Bank Transfer;Transfer;52;0,21;1
T00037075;U003485;7/4/2025;Card Payment;Utilities;16,44;0,16;1
T00037076;U003485;30/4/2025;Card Payment;Dining;31,87;0,32;1
T00037077;U003485;23/4/2025;Card Payment;Dining;27,44;0,27;1
T00037078;U003485;18/4/2025;Bank Transfer;Transfer;33,51;0,13;1
T00037079;U003485;4/5/2025;Card Payment;Dining;50,34;0,5;1
T00037080;U003485;16/5/2025;Bank Transfer;Transfer;53,92;0,22;1
T00037081;U003485;19/5/2025;Card Payment;Entertainment;64,96;0,65;1
T00037082;U003485;16/5/2025;Card Payment;Entertainment;19,71;0,2;1
T00037083;U003485;3/5/2025;Card Payment;Travel;49,05;0,49;1
T00037084;U003485;2/5/2025;Card Payment;Entertainment;74,51;0,75;1
T00037085;U003485;16/5/2025;Bank Transfer;Transfer;77,96;0,31;1
T00037086;U003485;18/6/2025;Card Payment;Fuel;66,49;0,66;1
T00037087;U003485;24/6/2025;Card Payment;Dining;37,78;0,38;1
T00037088;U003485;5/6/2025;Card Payment;Fuel;55,95;0,56;1
T00037089;U003485;3/7/2025;Card Payment;Travel;18,68;0,19;1
T00037090;U003485;1/7/2025;Card Payment;Dining;29,86;0,3;1
T00037091;U003485;21/7/2025;Bank Transfer;Transfer;63,04;0;0
T00037092;U003485;9/7/2025;Bank Transfer;Transfer;21,08;0,08;1
T00037093;U003485;21/7/2025;Bank Transfer;Transfer;93,12;0;0
T00037094;U003485;20/7/2025;Card Payment;Transport;5,16;0,05;1
T00037095;U003485;20/7/2025;Bank Transfer;Transfer;65,83;0,26;1
T00037096;U003485;22/8/2025;Card Payment;Online Retail;19,53;0,2;1
T00037097;U003485;14/8/2025;Card Payment;Dining;22,83;0,23;1
T00037098;U003485;13/9/2025;Bank Transfer;Transfer;110,02;0,44;1
T00037099;U003485;5/9/2025;Card Payment;Online Retail;44,75;0,45;1
T00037100;U003485;17/9/2025;Card Payment;Travel;30,24;0,3;1
T00037101;U003485;3/9/2025;Card Payment;Transport;76,29;0,76;1
T00037102;U003485;14/9/2025;Cash Withdrawal;ATM;100;0;0
T00037103;U003485;18/9/2025;Bank Transfer;Transfer;43,56;0,17;1
T00037104;U003485;16/10/2025;Card Payment;Transport;18,52;0,19;1
T00037105;U003485;13/10/2025;Card Payment;Travel;16,44;0,16;1
T00037106;U003485;26/10/2025;Card Payment;Online Retail;13,45;0,13;1
T00037107;U003485;13/11/2025;Bank Transfer;Transfer;12,87;0;0
T00037108;U003485;20/11/2025;Card Payment;Travel;99,57;1;1
T00037109;U003485;28/11/2025;Card Payment;Groceries;25,77;0,26;1
T00037110;U003485;14/12/2025;Bank Transfer;Transfer;27,69;0,11;1
T00037111;U003485;12/12/2025;Cash Withdrawal;ATM;100;0;0
T00037112;U003485;10/12/2025;Card Payment;Online Retail;41,42;0,41;1
T00037113;U003485;23/12/2025;Bank Transfer;Transfer;86,81;0,35;1
T00037114;U003486;26/10/2025;Card Payment;Online Retail;37,87;0,3;1
T00037115;U003486;20/10/2025;Card Payment;Online Retail;50,31;0,4;1
T00037116;U003486;30/11/2025;Cash Withdrawal;ATM;60;0;0
T00037117;U003486;1/12/2025;Card Payment;Dining;21,79;0,17;1
T00037118;U003486;3/12/2025;Card Payment;Transport;36,89;0,3;1
T00037119;U003488;28/5/2025;Card Payment;Dining;32,94;0,33;1
T00037120;U003488;23/5/2025;Card Payment;Dining;27,8;0,28;1
T00037121;U003488;18/6/2025;Card Payment;Fuel;36,16;0,36;1
T00037122;U003488;1/6/2025;Card Payment;Fuel;33,62;0,34;1
T00037123;U003488;12/6/2025;Card Payment;Online Retail;28,43;0,28;1
T00037124;U003488;22/6/2025;Card Payment;Fuel;32,7;0,33;1
T00037125;U003488;14/8/2025;Bank Transfer;Transfer;76,23;0,3;1
T00037126;U003488;29/8/2025;Card Payment;Entertainment;17,15;0,17;1
T00037127;U003488;7/9/2025;Card Payment;Transport;33,75;0,34;1
T00037128;U003488;21/9/2025;Bank Transfer;Transfer;21,8;0,09;1
T00037129;U003488;29/10/2025;Card Payment;Dining;25,96;0,26;1
T00037130;U003488;15/11/2025;Card Payment;Online Retail;19,75;0,2;1
T00037131;U003488;4/11/2025;Cash Withdrawal;ATM;40;0;0
T00037132;U003491;26/10/2025;Card Payment;Dining;20,14;0,2;1
T00037133;U003491;30/10/2025;Card Payment;Fuel;29,82;0,3;1
