subscription_row_id;user_id;month;plan_id;monthly_fee_eur
S000004697;U002804;1/8/2025;P02;6,99
S000004698;U002804;1/9/2025;P02;6,99
S000004699;U002804;1/10/2025;P02;6,99
S000004700;U002804;1/11/2025;P02;6,99
S000004701;U002804;1/12/2025;P02;6,99
S000004702;U002805;1/4/2025;P03;14,99
S000004703;U002805;1/5/2025;P03;14,99
S000004704;U002805;1/6/2025;P03;14,99
S000004705;U002805;1/7/2025;P03;14,99
S000004706;U002805;1/8/2025;P03;14,99
S000004707;U002805;1/9/2025;P03;14,99
S000004708;U002805;1/10/2025;P03;14,99
S000004709;U002805;1/11/2025;P03;14,99
S000004710;U002805;1/12/2025;P03;14,99
S000004711;U002806;1/12/2025;P03;14,99
S000004712;U002814;1/6/2025;P02;6,99
S000004713;U002814;1/7/2025;P02;6,99
S000004714;U002816;1/10/2025;P03;14,99
S000004715;U002816;1/11/2025;P03;14,99
S000004716;U002816;1/12/2025;P03;14,99
S000004717;U002819;1/12/2025;P02;6,99
S000004718;U002822;1/9/2025;P03;14,99
S000004719;U002822;1/10/2025;P03;14,99
S000004720;U002822;1/11/2025;P03;14,99
S000004721;U002822;1/12/2025;P03;14,99
S000004722;U002823;1/2/2025;P02;6,99
S000004723;U002823;1/3/2025;P02;6,99
S000004724;U002823;1/4/2025;P02;6,99
S000004725;U002823;1/5/2025;P02;6,99
S000004726;U002823;1/6/2025;P02;6,99
S000004727;U002823;1/7/2025;P02;6,99
S000004728;U002823;1/8/2025;P02;6,99
S000004729;U002823;1/9/2025;P02;6,99
S000004730;U002823;1/10/2025;P02;6,99
S000004731;U002823;1/11/2025;P02;6,99
S000004732;U002823;1/12/2025;P02;6,99
S000004733;U002824;1/11/2025;P02;6,99
S000004734;U002824;1/12/2025;P02;6,99
S000004735;U002829;1/5/2025;P03;14,99
S000004736;U002829;1/6/2025;P03;14,99
S000004737;U002829;1/7/2025;P03;14,99
S000004738;U002829;1/8/2025;P03;14,99
S000004739;U002829;1/9/2025;P03;14,99
S000004740;U002829;1/10/2025;P03;14,99
S000004741;U002829;1/11/2025;P03;14,99
S000004742;U002829;1/12/2025;P03;14,99
S000004743;U002831;1/1/2025;P02;6,99
S000004744;U002831;1/2/2025;P02;6,99
S000004745;U002831;1/3/2025;P02;6,99
S000004746;U002831;1/4/2025;P02;6,99
S000004747;U002831;1/5/2025;P02;6,99
S000004748;U002831;1/6/2025;P02;6,99
S000004749;U002831;1/7/2025;P02;6,99
S000004750;U002831;1/8/2025;P02;6,99
S000004751;U002831;1/9/2025;P02;6,99
S000004752;U002831;1/10/2025;P02;6,99
S000004753;U002831;1/11/2025;P02;6,99
S000004754;U002831;1/12/2025;P02;6,99
S000004755;U002837;1/4/2025;P02;6,99
S000004756;U002837;1/5/2025;P02;6,99
S000004757;U002837;1/6/2025;P02;6,99
S000004758;U002837;1/7/2025;P02;6,99
S000004759;U002837;1/8/2025;P02;6,99
S000004760;U002837;1/9/2025;P02;6,99
S000004761;U002837;1/10/2025;P02;6,99
S000004762;U002837;1/11/2025;P02;6,99
S000004763;U002837;1/12/2025;P02;6,99
S000004764;U002845;1/8/2025;P02;6,99
S000004765;U002845;1/9/2025;P02;6,99
S000004766;U002845;1/10/2025;P02;6,99
S000004767;U002845;1/11/2025;P02;6,99
S000004768;U002845;1/12/2025;P02;6,99
S000004769;U002846;1/12/2025;P03;14,99
S000004770;U002847;1/6/2025;P03;14,99
S000004771;U002847;1/7/2025;P03;14,99
S000004772;U002847;1/8/2025;P03;14,99
S000004773;U002847;1/9/2025;P03;14,99
S000004774;U002847;1/10/2025;P03;14,99
S000004775;U002847;1/11/2025;P03;14,99
S000004776;U002847;1/12/2025;P03;14,99
S000004777;U002857;1/9/2025;P03;14,99
S000004778;U002857;1/10/2025;P03;14,99
S000004779;U002857;1/11/2025;P03;14,99
S000004780;U002857;1/12/2025;P03;14,99
S000004781;U002863;1/3/2025;P02;6,99
S000004782;U002863;1/4/2025;P02;6,99
S000004783;U002863;1/5/2025;P02;6,99
S000004784;U002863;1/6/2025;P02;6,99
S000004785;U002866;1/4/2025;P02;6,99
S000004786;U002866;1/5/2025;P02;6,99
S000004787;U002866;1/6/2025;P02;6,99
S000004788;U002866;1/7/2025;P02;6,99
S000004789;U002866;1/8/2025;P02;6,99
S000004790;U002866;1/9/2025;P02;6,99
S000004791;U002866;1/10/2025;P02;6,99
S000004792;U002874;1/9/2025;P02;6,99
S000004793;U002874;1/10/2025;P02;6,99
S000004794;U002874;1/11/2025;P02;6,99
S000004795;U002874;1/12/2025;P02;6,99
S000004796;U002875;1/5/2025;P02;6,99
S000004797;U002875;1/6/2025;P02;6,99
S000004798;U002875;1/7/2025;P02;6,99
S000004799;U002875;1/8/2025;P02;6,99
S000004800;U002875;1/9/2025;P02;6,99
S000004801;U002875;1/10/2025;P02;6,99
S000004802;U002875;1/11/2025;P02;6,99
S000004803;U002875;1/12/2025;P02;6,99
S000004804;U002877;1/4/2025;P02;6,99
S000004805;U002877;1/5/2025;P02;6,99
S000004806;U002877;1/6/2025;P02;6,99
S000004807;U002877;1/7/2025;P02;6,99
S000004808;U002877;1/8/2025;P02;6,99
S000004809;U002877;1/9/2025;P02;6,99
S000004810;U002879;1/9/2025;P02;6,99
S000004811;U002879;1/10/2025;P02;6,99
S000004812;U002879;1/11/2025;P02;6,99
S000004813;U002879;1/12/2025;P02;6,99
S000004814;U002881;1/3/2025;P02;6,99
S000004815;U002881;1/4/2025;P02;6,99
S000004816;U002881;1/5/2025;P02;6,99
S000004817;U002881;1/6/2025;P02;6,99
S000004818;U002881;1/7/2025;P02;6,99
S000004819;U002881;1/8/2025;P02;6,99
S000004820;U002881;1/9/2025;P02;6,99
S000004821;U002881;1/10/2025;P02;6,99
S000004822;U002881;1/11/2025;P02;6,99
S000004823;U002881;1/12/2025;P02;6,99
S000004824;U002882;1/7/2025;P02;6,99
S000004825;U002882;1/8/2025;P02;6,99
S000004826;U002882;1/9/2025;P02;6,99
S000004827;U002882;1/10/2025;P02;6,99
S000004828;U002882;1/11/2025;P02;6,99
S000004829;U002882;1/12/2025;P03;14,99
S000004830;U002894;1/12/2025;P03;14,99
S000004831;U002895;1/11/2025;P02;6,99
S000004832;U002895;1/12/2025;P02;6,99
S000004833;U002896;1/10/2025;P03;14,99
S000004834;U002896;1/11/2025;P03;14,99
S000004835;U002896;1/12/2025;P03;14,99
S000004836;U002900;1/6/2025;P03;14,99
S000004837;U002900;1/7/2025;P03;14,99
S000004838;U002900;1/8/2025;P03;14,99
S000004839;U002900;1/9/2025;P03;14,99
S000004840;U002900;1/10/2025;P03;14,99
S000004841;U002900;1/11/2025;P03;14,99
S000004842;U002900;1/12/2025;P03;14,99
S000004843;U002901;1/4/2025;P02;6,99
S000004844;U002901;1/5/2025;P02;6,99
S000004845;U002901;1/6/2025;P02;6,99
S000004846;U002901;1/7/2025;P02;6,99
S000004847;U002901;1/8/2025;P02;6,99
S000004848;U002901;1/9/2025;P02;6,99
S000004849;U002901;1/10/2025;P02;6,99
S000004850;U002901;1/11/2025;P02;6,99
S000004851;U002901;1/12/2025;P02;6,99
S000004852;U002902;1/5/2025;P02;6,99
S000004853;U002902;1/6/2025;P02;6,99
S000004854;U002902;1/7/2025;P02;6,99
S000004855;U002902;1/8/2025;P02;6,99
S000004856;U002902;1/9/2025;P02;6,99
S000004857;U002902;1/10/2025;P02;6,99
S000004858;U002902;1/11/2025;P02;6,99
S000004859;U002902;1/12/2025;P02;6,99
S000004860;U002909;1/3/2025;P02;6,99
S000004861;U002909;1/4/2025;P02;6,99
S000004862;U002909;1/5/2025;P02;6,99
S000004863;U002909;1/6/2025;P02;6,99
S000004864;U002909;1/7/2025;P02;6,99
S000004865;U002909;1/8/2025;P02;6,99
S000004866;U002909;1/9/2025;P02;6,99
S000004867;U002909;1/10/2025;P02;6,99
S000004868;U002909;1/11/2025;P02;6,99
S000004869;U002909;1/12/2025;P02;6,99
S000004870;U002911;1/9/2025;P02;6,99
S000004871;U002911;1/10/2025;P02;6,99
S000004872;U002911;1/11/2025;P02;6,99
S000004873;U002911;1/12/2025;P02;6,99
S000004874;U002921;1/1/2025;P02;6,99
S000004875;U002921;1/2/2025;P02;6,99
S000004876;U002921;1/3/2025;P02;6,99
S000004877;U002921;1/4/2025;P02;6,99
S000004878;U002921;1/5/2025;P02;6,99
S000004879;U002921;1/6/2025;P02;6,99
S000004880;U002921;1/7/2025;P02;6,99
S000004881;U002921;1/8/2025;P02;6,99
S000004882;U002921;1/9/2025;P02;6,99
S000004883;U002921;1/10/2025;P02;6,99
S000004884;U002921;1/11/2025;P02;6,99
S000004885;U002921;1/12/2025;P02;6,99
S000004886;U002927;1/5/2025;P02;6,99
S000004887;U002927;1/6/2025;P02;6,99
S000004888;U002927;1/7/2025;P02;6,99
S000004889;U002927;1/8/2025;P02;6,99
S000004890;U002927;1/9/2025;P02;6,99
S000004891;U002927;1/10/2025;P02;6,99
S000004892;U002927;1/11/2025;P02;6,99
S000004893;U002927;1/12/2025;P02;6,99
S000004894;U002932;1/8/2025;P02;6,99
S000004895;U002932;1/9/2025;P02;6,99
S000004896;U002932;1/10/2025;P02;6,99
S000004897;U002932;1/11/2025;P02;6,99
S000004898;U002932;1/12/2025;P02;6,99
S000004899;U002935;1/4/2025;P02;6,99
S000004900;U002935;1/5/2025;P02;6,99
S000004901;U002935;1/6/2025;P02;6,99
S000004902;U002935;1/7/2025;P02;6,99
S000004903;U002935;1/8/2025;P02;6,99
S000004904;U002935;1/9/2025;P02;6,99
S000004905;U002935;1/10/2025;P02;6,99
S000004906;U002935;1/11/2025;P02;6,99
S000004907;U002935;1/12/2025;P02;6,99
S000004908;U002949;1/8/2025;P02;6,99
S000004909;U002949;1/9/2025;P02;6,99
S000004910;U002949;1/10/2025;P02;6,99
S000004911;U002949;1/11/2025;P02;6,99
S000004912;U002949;1/12/2025;P02;6,99
S000004913;U002951;1/7/2025;P02;6,99
S000004914;U002951;1/8/2025;P02;6,99
S000004915;U002951;1/9/2025;P02;6,99
S000004916;U002951;1/10/2025;P02;6,99
S000004917;U002951;1/11/2025;P02;6,99
S000004918;U002951;1/12/2025;P02;6,99
S000004919;U002958;1/8/2025;P02;6,99
S000004920;U002958;1/9/2025;P02;6,99
S000004921;U002958;1/10/2025;P02;6,99
S000004922;U002958;1/11/2025;P02;6,99
S000004923;U002958;1/12/2025;P02;6,99
S000004924;U002962;1/10/2025;P02;6,99
S000004925;U002962;1/11/2025;P02;6,99
S000004926;U002962;1/12/2025;P02;6,99
S000004927;U002965;1/11/2025;P02;6,99
S000004928;U002965;1/12/2025;P02;6,99
S000004929;U002970;1/11/2025;P02;6,99
S000004930;U002970;1/12/2025;P02;6,99
S000004931;U002972;1/9/2025;P02;6,99
S000004932;U002972;1/10/2025;P02;6,99
S000004933;U002972;1/11/2025;P02;6,99
S000004934;U002974;1/7/2025;P02;6,99
S000004935;U002974;1/8/2025;P02;6,99
S000004936;U002974;1/9/2025;P02;6,99
S000004937;U002974;1/10/2025;P02;6,99
S000004938;U002974;1/11/2025;P02;6,99
S000004939;U002974;1/12/2025;P02;6,99
S000004940;U002975;1/1/2025;P02;6,99
S000004941;U002975;1/2/2025;P02;6,99
S000004942;U002975;1/3/2025;P02;6,99
S000004943;U002975;1/4/2025;P02;6,99
S000004944;U002975;1/5/2025;P02;6,99
S000004945;U002975;1/6/2025;P02;6,99
S000004946;U002975;1/7/2025;P02;6,99
S000004947;U002975;1/8/2025;P02;6,99
S000004948;U002975;1/9/2025;P02;6,99
S000004949;U002975;1/10/2025;P02;6,99
S000004950;U002975;1/11/2025;P02;6,99
S000004951;U002975;1/12/2025;P02;6,99
S000004952;U002976;1/3/2025;P03;14,99
S000004953;U002976;1/4/2025;P03;14,99
S000004954;U002976;1/5/2025;P03;14,99
S000004955;U002976;1/6/2025;P03;14,99
S000004956;U002976;1/7/2025;P03;14,99
S000004957;U002976;1/8/2025;P03;14,99
S000004958;U002976;1/9/2025;P03;14,99
S000004959;U002976;1/10/2025;P03;14,99
S000004960;U002976;1/11/2025;P03;14,99
S000004961;U002976;1/12/2025;P03;14,99
S000004962;U002977;1/9/2025;P02;6,99
S000004963;U002977;1/10/2025;P02;6,99
S000004964;U002977;1/11/2025;P02;6,99
S000004965;U002977;1/12/2025;P02;6,99
S000004966;U002984;1/9/2025;P02;6,99
S000004967;U002984;1/10/2025;P02;6,99
S000004968;U002984;1/11/2025;P02;6,99
S000004969;U002984;1/12/2025;P02;6,99
S000004970;U002988;1/4/2025;P02;6,99
S000004971;U002988;1/5/2025;P02;6,99
S000004972;U002988;1/6/2025;P02;6,99
S000004973;U002988;1/7/2025;P02;6,99
S000004974;U002988;1/8/2025;P02;6,99
S000004975;U002988;1/9/2025;P02;6,99
S000004976;U002988;1/10/2025;P02;6,99
S000004977;U002988;1/11/2025;P02;6,99
S000004978;U002988;1/12/2025;P02;6,99
S000004979;U002995;1/8/2025;P02;6,99
S000004980;U002995;1/9/2025;P02;6,99
S000004981;U002995;1/10/2025;P02;6,99
S000004982;U002995;1/11/2025;P02;6,99
S000004983;U002995;1/12/2025;P02;6,99
S000004984;U002996;1/9/2025;P02;6,99
S000004985;U002996;1/10/2025;P02;6,99
S000004986;U002996;1/11/2025;P02;6,99
S000004987;U002996;1/12/2025;P02;6,99
S000004988;U003001;1/7/2025;P03;14,99
S000004989;U003001;1/8/2025;P03;14,99
S000004990;U003001;1/9/2025;P03;14,99
S000004991;U003001;1/10/2025;P03;14,99
S000004992;U003001;1/11/2025;P03;14,99
S000004993;U003001;1/12/2025;P03;14,99
S000004994;U003004;1/4/2025;P03;14,99
S000004995;U003004;1/5/2025;P03;14,99
S000004996;U003004;1/6/2025;P03;14,99
S000004997;U003004;1/7/2025;P03;14,99
S000004998;U003004;1/8/2025;P03;14,99
S000004999;U003004;1/9/2025;P03;14,99
S000005000;U003006;1/12/2025;P03;14,99
S000005001;U003010;1/2/2025;P02;6,99
S000005002;U003010;1/3/2025;P02;6,99
S000005003;U003010;1/4/2025;P02;6,99
S000005004;U003010;1/5/2025;P02;6,99
S000005005;U003010;1/6/2025;P02;6,99
S000005006;U003010;1/7/2025;P02;6,99
S000005007;U003010;1/8/2025;P02;6,99
S000005008;U003010;1/9/2025;P02;6,99
S000005009;U003010;1/10/2025;P02;6,99
S000005010;U003010;1/11/2025;P02;6,99
S000005011;U003010;1/12/2025;P02;6,99
S000005012;U003011;1/3/2025;P02;6,99
S000005013;U003011;1/4/2025;P02;6,99
S000005014;U003011;1/5/2025;P02;6,99
S000005015;U003011;1/6/2025;P02;6,99
S000005016;U003011;1/7/2025;P03;14,99
S000005017;U003011;1/8/2025;P03;14,99
S000005018;U003011;1/9/2025;P03;14,99
S000005019;U003011;1/10/2025;P03;14,99
S000005020;U003011;1/11/2025;P03;14,99
S000005021;U003011;1/12/2025;P03;14,99
S000005022;U003024;1/8/2025;P02;6,99
S000005023;U003024;1/9/2025;P02;6,99
S000005024;U003024;1/10/2025;P02;6,99
S000005025;U003024;1/11/2025;P02;6,99
S000005026;U003024;1/12/2025;P02;6,99
S000005027;U003026;1/9/2025;P02;6,99
S000005028;U003026;1/10/2025;P02;6,99
S000005029;U003026;1/11/2025;P02;6,99
S000005030;U003026;1/12/2025;P02;6,99
S000005031;U003040;1/8/2025;P03;14,99
S000005032;U003040;1/9/2025;P03;14,99
S000005033;U003040;1/10/2025;P03;14,99
S000005034;U003040;1/11/2025;P03;14,99
S000005035;U003040;1/12/2025;P03;14,99
S000005036;U003044;1/5/2025;P03;14,99
S000005037;U003044;1/6/2025;P03;14,99
S000005038;U003044;1/7/2025;P03;14,99
S000005039;U003044;1/8/2025;P03;14,99
S000005040;U003044;1/9/2025;P03;14,99
S000005041;U003044;1/10/2025;P03;14,99
S000005042;U003044;1/11/2025;P03;14,99
S000005043;U003044;1/12/2025;P03;14,99
S000005044;U003046;1/5/2025;P02;6,99
S000005045;U003046;1/6/2025;P02;6,99
S000005046;U003046;1/7/2025;P02;6,99
S000005047;U003046;1/8/2025;P02;6,99
S000005048;U003046;1/9/2025;P02;6,99
S000005049;U003046;1/10/2025;P02;6,99
S000005050;U003046;1/11/2025;P02;6,99
S000005051;U003046;1/12/2025;P02;6,99
S000005052;U003047;1/4/2025;P02;6,99
S000005053;U003047;1/5/2025;P02;6,99
S000005054;U003047;1/6/2025;P02;6,99
S000005055;U003047;1/7/2025;P02;6,99
S000005056;U003047;1/8/2025;P02;6,99
S000005057;U003047;1/9/2025;P02;6,99
S000005058;U003047;1/10/2025;P02;6,99
S000005059;U003047;1/11/2025;P02;6,99
S000005060;U003047;1/12/2025;P02;6,99
S000005061;U003049;1/8/2025;P02;6,99
S000005062;U003049;1/9/2025;P02;6,99
S000005063;U003049;1/10/2025;P02;6,99
S000005064;U003049;1/11/2025;P02;6,99
S000005065;U003055;1/4/2025;P02;6,99
S000005066;U003055;1/5/2025;P02;6,99
S000005067;U003055;1/6/2025;P02;6,99
S000005068;U003055;1/7/2025;P02;6,99
S000005069;U003055;1/8/2025;P02;6,99
S000005070;U003055;1/9/2025;P02;6,99
S000005071;U003055;1/10/2025;P02;6,99
S000005072;U003055;1/11/2025;P02;6,99
S000005073;U003055;1/12/2025;P02;6,99
S000005074;U003057;1/12/2025;P02;6,99
S000005075;U003061;1/1/2025;P02;6,99
S000005076;U003061;1/2/2025;P02;6,99
S000005077;U003061;1/3/2025;P02;6,99
S000005078;U003061;1/4/2025;P02;6,99
S000005079;U003061;1/5/2025;P02;6,99
S000005080;U003061;1/6/2025;P02;6,99
S000005081;U003061;1/7/2025;P02;6,99
S000005082;U003061;1/8/2025;P02;6,99
S000005083;U003061;1/9/2025;P02;6,99
S000005084;U003061;1/10/2025;P02;6,99
S000005085;U003061;1/11/2025;P02;6,99
S000005086;U003061;1/12/2025;P02;6,99
S000005087;U003065;1/10/2025;P02;6,99
S000005088;U003065;1/11/2025;P02;6,99
S000005089;U003065;1/12/2025;P02;6,99
S000005090;U003071;1/7/2025;P02;6,99
S000005091;U003071;1/8/2025;P02;6,99
S000005092;U003071;1/9/2025;P02;6,99
S000005093;U003071;1/10/2025;P02;6,99
S000005094;U003071;1/11/2025;P02;6,99
S000005095;U003071;1/12/2025;P02;6,99
S000005096;U003076;1/2/2025;P03;14,99
S000005097;U003076;1/3/2025;P03;14,99
S000005098;U003076;1/4/2025;P03;14,99
S000005099;U003076;1/5/2025;P03;14,99
S000005100;U003076;1/6/2025;P03;14,99
S000005101;U003076;1/7/2025;P03;14,99
S000005102;U003076;1/8/2025;P03;14,99
S000005103;U003076;1/9/2025;P03;14,99
S000005104;U003076;1/10/2025;P03;14,99
S000005105;U003076;1/11/2025;P03;14,99
S000005106;U003076;1/12/2025;P03;14,99
S000005107;U003084;1/1/2025;P03;14,99
S000005108;U003084;1/2/2025;P03;14,99
S000005109;U003084;1/3/2025;P03;14,99
S000005110;U003084;1/4/2025;P03;14,99
S000005111;U003084;1/5/2025;P03;14,99
S000005112;U003084;1/6/2025;P03;14,99
S000005113;U003084;1/7/2025;P03;14,99
S000005114;U003084;1/8/2025;P03;14,99
S000005115;U003084;1/9/2025;P03;14,99
S000005116;U003084;1/10/2025;P03;14,99
S000005117;U003084;1/11/2025;P03;14,99
S000005118;U003084;1/12/2025;P03;14,99
S000005119;U003085;1/8/2025;P02;6,99
S000005120;U003085;1/9/2025;P02;6,99
S000005121;U003085;1/10/2025;P02;6,99
S000005122;U003085;1/11/2025;P02;6,99
S000005123;U003085;1/12/2025;P02;6,99
S000005124;U003086;1/4/2025;P02;6,99
S000005125;U003086;1/5/2025;P02;6,99
S000005126;U003088;1/2/2025;P03;14,99
S000005127;U003088;1/3/2025;P03;14,99
S000005128;U003088;1/4/2025;P03;14,99
S000005129;U003088;1/5/2025;P03;14,99
S000005130;U003088;1/6/2025;P03;14,99
S000005131;U003088;1/7/2025;P03;14,99
S000005132;U003088;1/8/2025;P03;14,99
S000005133;U003088;1/9/2025;P03;14,99
S000005134;U003088;1/10/2025;P03;14,99
S000005135;U003088;1/11/2025;P03;14,99
S000005136;U003088;1/12/2025;P03;14,99
S000005137;U003093;1/3/2025;P02;6,99
S000005138;U003093;1/4/2025;P02;6,99
S000005139;U003093;1/5/2025;P02;6,99
S000005140;U003093;1/6/2025;P02;6,99
S000005141;U003093;1/7/2025;P02;6,99
S000005142;U003093;1/8/2025;P02;6,99
S000005143;U003093;1/9/2025;P02;6,99
S000005144;U003093;1/10/2025;P02;6,99
S000005145;U003093;1/11/2025;P02;6,99
S000005146;U003093;1/12/2025;P02;6,99
S000005147;U003098;1/11/2025;P02;6,99
S000005148;U003098;1/12/2025;P02;6,99
S000005149;U003102;1/7/2025;P02;6,99
S000005150;U003102;1/8/2025;P02;6,99
S000005151;U003102;1/9/2025;P02;6,99
S000005152;U003102;1/10/2025;P02;6,99
S000005153;U003102;1/11/2025;P02;6,99
S000005154;U003102;1/12/2025;P02;6,99
S000005155;U003105;1/4/2025;P03;14,99
S000005156;U003105;1/5/2025;P03;14,99
S000005157;U003105;1/6/2025;P03;14,99
S000005158;U003105;1/7/2025;P03;14,99
S000005159;U003105;1/8/2025;P03;14,99
S000005160;U003105;1/9/2025;P03;14,99
S000005161;U003105;1/10/2025;P03;14,99
S000005162;U003105;1/11/2025;P03;14,99
S000005163;U003110;1/6/2025;P03;14,99
S000005164;U003110;1/7/2025;P03;14,99
S000005165;U003110;1/8/2025;P03;14,99
S000005166;U003110;1/9/2025;P03;14,99
S000005167;U003110;1/10/2025;P03;14,99
S000005168;U003110;1/11/2025;P03;14,99
S000005169;U003110;1/12/2025;P03;14,99
S000005170;U003111;1/4/2025;P02;6,99
S000005171;U003111;1/5/2025;P02;6,99
S000005172;U003111;1/6/2025;P02;6,99
S000005173;U003111;1/7/2025;P02;6,99
S000005174;U003111;1/8/2025;P02;6,99
S000005175;U003111;1/9/2025;P02;6,99
S000005176;U003111;1/10/2025;P02;6,99
S000005177;U003111;1/11/2025;P02;6,99
S000005178;U003111;1/12/2025;P02;6,99
S000005179;U003113;1/6/2025;P02;6,99
S000005180;U003113;1/7/2025;P02;6,99
S000005181;U003113;1/8/2025;P02;6,99
S000005182;U003113;1/9/2025;P02;6,99
S000005183;U003113;1/10/2025;P02;6,99
S000005184;U003113;1/11/2025;P02;6,99
S000005185;U003113;1/12/2025;P02;6,99
S000005186;U003114;1/5/2025;P02;6,99
S000005187;U003114;1/6/2025;P02;6,99
S000005188;U003114;1/7/2025;P02;6,99
S000005189;U003114;1/8/2025;P02;6,99
S000005190;U003114;1/9/2025;P02;6,99
S000005191;U003114;1/10/2025;P02;6,99
S000005192;U003114;1/11/2025;P02;6,99
S000005193;U003114;1/12/2025;P02;6,99
S000005194;U003117;1/1/2025;P03;14,99
S000005195;U003117;1/2/2025;P03;14,99
S000005196;U003117;1/3/2025;P03;14,99
S000005197;U003117;1/4/2025;P03;14,99
S000005198;U003117;1/5/2025;P03;14,99
S000005199;U003117;1/6/2025;P03;14,99
S000005200;U003117;1/7/2025;P03;14,99
S000005201;U003117;1/8/2025;P03;14,99
S000005202;U003117;1/9/2025;P03;14,99
S000005203;U003117;1/10/2025;P03;14,99
S000005204;U003117;1/11/2025;P03;14,99
S000005205;U003117;1/12/2025;P03;14,99
S000005206;U003120;1/10/2025;P02;6,99
S000005207;U003120;1/11/2025;P02;6,99
S000005208;U003120;1/12/2025;P02;6,99
S000005209;U003121;1/10/2025;P02;6,99
S000005210;U003121;1/11/2025;P02;6,99
S000005211;U003126;1/3/2025;P02;6,99
S000005212;U003126;1/4/2025;P02;6,99
S000005213;U003126;1/5/2025;P02;6,99
S000005214;U003126;1/6/2025;P02;6,99
S000005215;U003126;1/7/2025;P02;6,99
S000005216;U003126;1/8/2025;P02;6,99
S000005217;U003126;1/9/2025;P02;6,99
S000005218;U003126;1/10/2025;P02;6,99
S000005219;U003126;1/11/2025;P02;6,99
S000005220;U003126;1/12/2025;P02;6,99
S000005221;U003127;1/11/2025;P02;6,99
S000005222;U003127;1/12/2025;P02;6,99
S000005223;U003134;1/2/2025;P02;6,99
S000005224;U003134;1/3/2025;P02;6,99
S000005225;U003134;1/4/2025;P02;6,99
S000005226;U003134;1/5/2025;P02;6,99
S000005227;U003134;1/6/2025;P02;6,99
S000005228;U003134;1/7/2025;P02;6,99
S000005229;U003134;1/8/2025;P02;6,99
S000005230;U003134;1/9/2025;P02;6,99
S000005231;U003134;1/10/2025;P02;6,99
S000005232;U003134;1/11/2025;P02;6,99
S000005233;U003134;1/12/2025;P02;6,99
S000005234;U003135;1/3/2025;P02;6,99
S000005235;U003135;1/4/2025;P02;6,99
S000005236;U003135;1/5/2025;P02;6,99
S000005237;U003135;1/6/2025;P02;6,99
S000005238;U003135;1/7/2025;P02;6,99
S000005239;U003135;1/8/2025;P02;6,99
S000005240;U003135;1/9/2025;P02;6,99
S000005241;U003135;1/10/2025;P02;6,99
S000005242;U003135;1/11/2025;P02;6,99
S000005243;U003135;1/12/2025;P02;6,99
S000005244;U003137;1/7/2025;P02;6,99
S000005245;U003137;1/8/2025;P02;6,99
S000005246;U003137;1/9/2025;P02;6,99
S000005247;U003137;1/10/2025;P02;6,99
S000005248;U003137;1/11/2025;P02;6,99
S000005249;U003137;1/12/2025;P02;6,99
S000005250;U003141;1/8/2025;P02;6,99
S000005251;U003141;1/9/2025;P02;6,99
S000005252;U003141;1/10/2025;P02;6,99
S000005253;U003141;1/11/2025;P02;6,99
S000005254;U003141;1/12/2025;P02;6,99
S000005255;U003148;1/10/2025;P02;6,99
S000005256;U003148;1/11/2025;P02;6,99
S000005257;U003148;1/12/2025;P02;6,99
S000005258;U003154;1/4/2025;P02;6,99
S000005259;U003154;1/5/2025;P02;6,99
S000005260;U003154;1/6/2025;P02;6,99
S000005261;U003157;1/12/2025;P02;6,99
S000005262;U003161;1/10/2025;P02;6,99
S000005263;U003161;1/11/2025;P02;6,99
S000005264;U003161;1/12/2025;P02;6,99
S000005265;U003169;1/11/2025;P02;6,99
S000005266;U003169;1/12/2025;P02;6,99
S000005267;U003175;1/7/2025;P02;6,99
S000005268;U003175;1/8/2025;P02;6,99
S000005269;U003175;1/9/2025;P02;6,99
S000005270;U003175;1/10/2025;P02;6,99
S000005271;U003175;1/11/2025;P02;6,99
S000005272;U003175;1/12/2025;P02;6,99
S000005273;U003177;1/11/2025;P02;6,99
S000005274;U003177;1/12/2025;P02;6,99
S000005275;U003182;1/12/2025;P03;14,99
S000005276;U003183;1/2/2025;P02;6,99
S000005277;U003183;1/3/2025;P02;6,99
S000005278;U003183;1/4/2025;P02;6,99
S000005279;U003183;1/5/2025;P02;6,99
S000005280;U003183;1/6/2025;P02;6,99
S000005281;U003183;1/7/2025;P02;6,99
S000005282;U003183;1/8/2025;P02;6,99
S000005283;U003183;1/9/2025;P02;6,99
S000005284;U003183;1/10/2025;P03;14,99
S000005285;U003183;1/11/2025;P03;14,99
S000005286;U003183;1/12/2025;P03;14,99
S000005287;U003186;1/3/2025;P02;6,99
S000005288;U003186;1/4/2025;P02;6,99
S000005289;U003186;1/5/2025;P02;6,99
S000005290;U003186;1/6/2025;P02;6,99
S000005291;U003186;1/7/2025;P02;6,99
S000005292;U003186;1/8/2025;P02;6,99
S000005293;U003186;1/9/2025;P02;6,99
S000005294;U003186;1/10/2025;P02;6,99
S000005295;U003186;1/11/2025;P02;6,99
S000005296;U003186;1/12/2025;P02;6,99
S000005297;U003188;1/11/2025;P02;6,99
S000005298;U003188;1/12/2025;P02;6,99
S000005299;U003195;1/12/2025;P02;6,99
S000005300;U003202;1/2/2025;P02;6,99
S000005301;U003202;1/3/2025;P02;6,99
S000005302;U003202;1/4/2025;P02;6,99
S000005303;U003202;1/5/2025;P02;6,99
